,,,,,,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上
全国・都道府県コード,全国・都道府県,国籍コード,国籍,移動前・移動後の住所地コード,移動前・移動後の住所地,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人
33000,岡山県,60000,移動者,48000,東京圏,-1689,5,-11,-22,-292,-1099,-457,-143,42,77,41,-2,84,57,46,19,3,-16,-15,-6,-724,47,2,-6,-161,-535,-240,-69,26,45,50,0,43,30,27,18,4,-3,1,-3,-965,-42,-13,-16,-131,-564,-217,-74,16,32,-9,-2,41,27,19,1,-1,-13,-16,-3
33000,岡山県,60000,移動者,49000,名古屋圏,-194,14,20,9,-6,-167,-103,-62,21,7,16,24,24,11,7,0,-6,0,-3,0,-193,0,4,-2,-23,-106,-69,-36,10,-19,0,11,14,12,8,0,-1,3,1,0,-1,14,16,11,17,-61,-34,-26,11,26,16,13,10,-1,-1,0,-5,-3,-4,0
33000,岡山県,60000,移動者,50000,大阪圏,-1668,-33,0,-49,-341,-937,-287,-75,41,8,-86,-19,19,77,46,28,-4,-5,-17,-34,-520,8,4,-30,-162,-331,-90,-39,36,34,-45,-4,22,37,23,18,6,-1,-3,-3,-1148,-41,-4,-19,-179,-606,-197,-36,5,-26,-41,-15,-3,40,23,10,-10,-4,-14,-31
33000,岡山県,60000,移動者,100,21大都市計,-2833,282,38,-16,-526,-1930,-856,-147,132,112,59,67,52,69,16,5,-33,-60,-52,-45,-1067,142,9,-5,-214,-771,-393,-99,75,50,46,35,25,52,11,9,-7,-5,-11,-16,-1766,140,29,-11,-312,-1159,-463,-48,57,62,13,32,27,17,5,-4,-26,-55,-41,-29
33000,岡山県,60000,移動者,1100,札幌市,20,2,5,0,-7,-2,1,4,9,4,1,4,1,-3,0,0,0,0,1,0,0,-1,5,0,-7,-4,0,0,4,0,0,6,2,-2,-2,0,-1,0,0,0,20,3,0,0,0,2,1,4,5,4,1,-2,-1,-1,2,0,1,0,1,0
33000,岡山県,60000,移動者,4100,仙台市,6,-6,2,3,-2,-8,-1,10,0,1,1,5,2,0,-2,1,0,0,0,0,1,-6,1,1,-4,-6,3,8,0,0,0,5,-1,1,-2,1,0,0,0,0,5,0,1,2,2,-2,-4,2,0,1,1,0,3,-1,0,0,0,0,0,0
33000,岡山県,60000,移動者,11100,さいたま市,25,5,5,3,-1,-12,-8,-10,7,6,9,7,5,5,2,2,0,-1,1,0,24,6,5,3,-2,-9,2,-7,6,3,5,5,3,3,2,1,0,-2,0,0,1,-1,0,0,1,-3,-10,-3,1,3,4,2,2,2,0,1,0,1,1,0
33000,岡山県,60000,移動者,12100,千葉市,-46,-15,-3,1,-7,-14,-11,-20,3,5,7,-1,0,1,2,3,3,0,0,0,-16,-6,-1,2,-3,-10,-4,-10,2,5,8,-2,-2,0,1,2,1,0,1,0,-30,-9,-2,-1,-4,-4,-7,-10,1,0,-1,1,2,1,1,1,2,0,-1,0
33000,岡山県,60000,移動者,13100,東京都特別区部,-827,19,6,4,-98,-604,-271,-53,30,42,32,23,21,20,9,0,3,-2,-6,-2,-342,23,1,8,-41,-288,-135,-23,19,15,26,13,14,17,1,3,5,1,0,-1,-485,-4,5,-4,-57,-316,-136,-30,11,27,6,10,7,3,8,-3,-2,-3,-6,-1
33000,岡山県,60000,移動者,14100,横浜市,-123,7,-1,-1,-20,-114,-26,9,12,0,-1,-8,11,9,8,0,-2,0,-6,0,-60,6,-2,1,-7,-56,-17,-1,4,0,4,-5,3,3,8,0,0,1,-1,-1,-63,1,1,-2,-13,-58,-9,10,8,0,-5,-3,8,6,0,0,-2,-1,-5,1
33000,岡山県,60000,移動者,14130,川崎市,-113,3,-4,-1,-12,-83,-24,-6,-5,2,-2,6,9,5,3,0,0,-1,-3,0,-55,0,-3,0,-7,-47,-15,5,-3,1,-2,4,5,1,5,2,0,0,-1,0,-58,3,-1,-1,-5,-36,-9,-11,-2,1,0,2,4,4,-2,-2,0,-1,-2,0
33000,岡山県,60000,移動者,14150,相模原市,-17,1,-3,-1,-6,-7,6,-12,0,1,6,-3,2,0,-1,1,-1,0,0,0,-4,2,-3,0,-2,-2,5,-7,0,1,5,-1,1,-2,-1,0,0,0,0,0,-13,-1,0,-1,-4,-5,1,-5,0,0,1,-2,1,2,0,1,-1,0,0,0
33000,岡山県,60000,移動者,15100,新潟市,22,3,4,0,-4,2,9,1,1,2,6,-3,1,0,0,0,0,0,0,0,16,2,1,0,-2,2,7,0,-1,3,4,-2,2,0,0,0,0,0,0,0,6,1,3,0,-2,0,2,1,2,-1,2,-1,-1,0,0,0,0,0,0,0
33000,岡山県,60000,移動者,22100,静岡市,-16,2,-2,0,-1,-8,-8,-2,3,-5,1,-2,-1,2,2,2,0,1,0,0,-8,3,-1,-1,0,-5,-3,-4,4,-6,2,-1,-2,2,1,2,0,1,0,0,-8,-1,-1,1,-1,-3,-5,2,-1,1,-1,-1,1,0,1,0,0,0,0,0
33000,岡山県,60000,移動者,22130,浜松市,-19,-4,-3,2,-1,0,-4,-2,-6,-5,2,2,4,-1,0,-1,1,0,-1,-2,-12,-2,0,1,-2,0,-3,-1,-3,-4,-2,3,3,0,0,-1,0,0,0,-1,-7,-2,-3,1,1,0,-1,-1,-3,-1,4,-1,1,-1,0,0,1,0,-1,-1
33000,岡山県,60000,移動者,23100,名古屋市,-104,5,7,-2,-16,-87,-37,-21,24,4,10,7,-3,1,1,2,-1,-2,3,1,-77,1,2,-4,-11,-49,-18,-18,13,-5,4,3,-2,2,2,0,1,0,2,0,-27,4,5,2,-5,-38,-19,-3,11,9,6,4,-1,-1,-1,2,-2,-2,1,1
33000,岡山県,60000,移動者,26100,京都市,-180,10,13,-4,-69,-120,-28,14,16,8,-15,-2,0,4,0,0,-3,1,0,-5,-52,6,9,-4,-27,-42,-12,6,13,3,-13,1,5,-1,1,3,-2,2,0,0,-128,4,4,0,-42,-78,-16,8,3,5,-2,-3,-5,5,-1,-3,-1,-1,0,-5
33000,岡山県,60000,移動者,27100,大阪市,-481,20,11,-2,-90,-378,-103,-3,13,18,5,3,15,16,10,-6,-4,-5,1,-2,-152,16,0,1,-29,-154,-27,-4,0,9,7,6,10,11,4,-3,-1,-1,2,1,-329,4,11,-3,-61,-224,-76,1,13,9,-2,-3,5,5,6,-3,-3,-4,-1,-3
33000,岡山県,60000,移動者,27140,堺市,-84,0,-2,-1,-11,-43,-26,-9,-5,3,-3,2,0,1,7,3,-1,0,-1,2,-48,-3,0,-3,-8,-11,-24,-8,-3,5,0,1,2,-1,5,1,-1,-1,0,1,-36,3,-2,2,-3,-32,-2,-1,-2,-2,-3,1,-2,2,2,2,0,1,-1,1
33000,岡山県,60000,移動者,28100,神戸市,-324,-5,-12,-9,-60,-143,-42,-19,6,8,-13,-7,-14,8,0,-5,-5,0,-3,-9,-122,4,-4,-5,-27,-62,-15,-9,8,7,-5,-6,-4,3,1,-1,0,-2,-1,-4,-202,-9,-8,-4,-33,-81,-27,-10,-2,1,-8,-1,-10,5,-1,-4,-5,2,-2,-5
33000,岡山県,60000,移動者,33100,岡山市,-295,243,18,-7,-49,-302,-161,17,26,-2,7,49,7,-3,-19,-1,-21,-40,-33,-24,-43,107,0,0,3,-65,-85,-3,20,3,-2,20,-11,9,-5,-4,-11,0,-10,-9,-252,136,18,-7,-52,-237,-76,20,6,-5,9,29,18,-12,-14,3,-10,-40,-23,-15
33000,岡山県,60000,移動者,34100,広島市,-193,-18,-1,-6,-45,4,-80,-45,-9,8,2,-5,0,8,1,9,-3,-4,-5,-4,-69,-16,-3,-7,-21,30,-31,-18,-3,-1,5,-6,-2,8,-1,4,0,-3,-3,-1,-124,-2,2,1,-24,-26,-49,-27,-6,9,-3,1,2,0,2,5,-3,-1,-2,-3
33000,岡山県,60000,移動者,40100,北九州市,-64,0,-4,2,-20,-2,-14,-3,0,5,5,-7,-2,-7,-6,-5,-1,-3,-1,-1,-28,-2,1,3,-10,1,-6,-2,-3,3,3,-2,1,-4,-7,-2,1,-2,0,-1,-36,2,-5,-1,-10,-3,-8,-1,3,2,2,-5,-3,-3,1,-3,-2,-1,-1,0
33000,岡山県,60000,移動者,40130,福岡市,-14,6,-1,3,-7,-6,-13,1,9,2,-3,-7,-3,5,-1,1,2,-3,0,1,-8,0,-1,0,-5,5,-3,-2,2,4,-3,-8,-1,3,-2,1,1,1,0,0,-6,6,0,3,-2,-11,-10,3,7,-2,0,1,-2,2,1,0,1,-4,0,1
33000,岡山県,60000,移動者,43100,熊本市,-6,4,3,0,0,-3,-15,2,-2,5,2,4,-3,-2,0,-1,0,-1,1,0,-12,2,2,-1,-2,1,-12,-1,-4,4,0,1,-1,-1,0,0,0,0,0,0,6,2,1,1,2,-4,-3,3,2,1,2,3,-2,-1,0,-1,0,-1,1,0
34000,広島県,60000,移動者,0,全国,-7159,-228,-231,-206,-138,-3236,-1182,-540,-283,-258,-298,-174,-50,-70,-25,-79,-82,-38,-28,-13,-3579,1,-115,-125,142,-1624,-749,-376,-163,-105,-140,-112,-72,-59,10,-33,-30,-28,0,-1,-3580,-229,-116,-81,-280,-1612,-433,-164,-120,-153,-158,-62,22,-11,-35,-46,-52,-10,-28,-12
34000,広島県,60000,移動者,1000,北海道,20,9,-4,-1,0,8,12,14,-6,0,5,-4,-8,-8,-2,3,2,-1,0,1,1,10,4,-1,1,-7,-3,6,-7,5,5,-7,-1,-7,0,2,0,0,0,1,19,-1,-8,0,-1,15,15,8,1,-5,0,3,-7,-1,-2,1,2,-1,0,0
34000,広島県,60000,移動者,2000,青森県,2,12,-1,-1,0,-22,10,10,10,2,-1,-5,-8,-3,0,0,0,-1,0,0,-6,3,0,0,3,-18,6,8,3,1,-5,-3,-4,-2,1,1,0,0,0,0,8,9,-1,-1,-3,-4,4,2,7,1,4,-2,-4,-1,-1,-1,0,-1,0,0
34000,広島県,60000,移動者,3000,岩手県,2,0,5,-1,1,-7,4,-5,1,5,-2,1,-2,-2,0,1,2,1,0,0,4,3,5,-2,1,-6,3,-2,3,3,-5,1,-1,-1,0,0,1,1,0,0,-2,-3,0,1,0,-1,1,-3,-2,2,3,0,-1,-1,0,1,1,0,0,0
34000,広島県,60000,移動者,4000,宮城県,35,7,6,1,-9,16,10,-17,10,-3,1,1,0,5,1,1,3,0,0,2,40,2,2,-1,-6,22,10,-6,4,1,2,3,-1,5,0,0,2,1,0,0,-5,5,4,2,-3,-6,0,-11,6,-4,-1,-2,1,0,1,1,1,-1,0,2
34000,広島県,60000,移動者,5000,秋田県,16,2,0,0,0,8,-1,-1,2,3,4,-1,-1,-1,0,1,0,1,0,0,11,2,1,0,0,4,2,-1,2,4,3,-2,-2,-1,0,0,0,0,-1,0,5,0,-1,0,0,4,-3,0,0,-1,1,1,1,0,0,1,0,1,1,0
34000,広島県,60000,移動者,6000,山形県,6,5,0,3,-4,-1,-4,10,1,-6,2,2,0,-2,0,0,0,0,0,0,-4,3,0,1,-3,-7,0,5,0,-4,2,2,-1,-1,-1,0,0,0,0,0,10,2,0,2,-1,6,-4,5,1,-2,0,0,1,-1,1,0,0,0,0,0
34000,広島県,60000,移動者,7000,福島県,-14,-6,-3,-1,5,-6,1,2,-8,-4,-6,1,3,0,4,2,2,0,1,-1,-2,-3,0,-1,4,-6,1,6,-3,-4,-4,3,3,-1,2,0,0,0,0,1,-12,-3,-3,0,1,0,0,-4,-5,0,-2,-2,0,1,2,2,2,0,1,-2
34000,広島県,60000,移動者,8000,茨城県,-95,-10,-7,2,-10,-43,-17,-28,0,-5,7,6,2,6,4,-1,1,0,0,-2,-45,-8,-4,1,2,-20,-12,-19,2,-5,4,6,1,4,2,0,1,0,0,0,-50,-2,-3,1,-12,-23,-5,-9,-2,0,3,0,1,2,2,-1,0,0,0,-2
34000,広島県,60000,移動者,9000,栃木県,-47,-3,2,0,-6,-13,-14,-19,11,-3,1,2,-4,0,0,0,1,0,0,-2,-31,-5,1,1,-3,-6,-17,-14,8,-3,5,1,-2,3,0,0,1,0,0,-1,-16,2,1,-1,-3,-7,3,-5,3,0,-4,1,-2,-3,0,0,0,0,0,-1
34000,広島県,60000,移動者,10000,群馬県,-21,-12,6,0,-6,-18,6,-8,0,1,8,2,3,0,0,-3,0,0,0,0,-12,-7,0,0,-6,-8,3,-1,1,-1,6,1,4,0,-1,-3,0,0,0,0,-9,-5,6,0,0,-10,3,-7,-1,2,2,1,-1,0,1,0,0,0,0,0
34000,広島県,60000,移動者,11000,埼玉県,-413,2,-28,-24,-34,-162,-57,-10,-21,-24,-11,-31,18,-1,-5,2,-10,-6,-5,-6,-184,10,-19,-13,-20,-96,-14,-6,-8,-6,-2,-17,7,4,-1,2,-2,0,-1,-2,-229,-8,-9,-11,-14,-66,-43,-4,-13,-18,-9,-14,11,-5,-4,0,-8,-6,-4,-4
34000,広島県,60000,移動者,12000,千葉県,-376,-7,-28,-13,-58,-138,-21,-53,-32,-4,-17,4,4,13,4,0,-5,-6,-11,-8,-138,10,-11,-10,-31,-67,12,-28,-19,0,-6,3,0,11,3,3,0,-4,-4,0,-238,-17,-17,-3,-27,-71,-33,-25,-13,-4,-11,1,4,2,1,-3,-5,-2,-7,-8
34000,広島県,60000,移動者,13000,東京都,-2072,32,-9,-20,-306,-1344,-491,-49,37,35,-13,30,22,29,17,17,-24,-5,-14,-16,-1045,22,-3,-14,-162,-709,-271,-55,36,42,-3,25,4,18,26,10,-3,-4,1,-5,-1027,10,-6,-6,-144,-635,-220,6,1,-7,-10,5,18,11,-9,7,-21,-1,-15,-11
34000,広島県,60000,移動者,14000,神奈川県,-796,-31,-18,-33,-102,-356,-143,-26,-9,-10,-59,-18,34,21,7,-12,-8,-12,-13,-8,-312,-8,1,-22,-45,-153,-74,-12,-3,-2,-24,-4,25,14,3,-1,4,-7,-4,0,-484,-23,-19,-11,-57,-203,-69,-14,-6,-8,-35,-14,9,7,4,-11,-12,-5,-9,-8
34000,広島県,60000,移動者,15000,新潟県,66,8,5,1,3,10,5,4,9,2,9,0,9,1,-3,-1,1,-1,4,0,30,6,2,3,2,1,0,3,2,0,3,2,7,0,-1,-2,1,0,1,0,36,2,3,-2,1,9,5,1,7,2,6,-2,2,1,-2,1,0,-1,3,0
34000,広島県,60000,移動者,16000,富山県,-10,0,-4,2,5,-11,1,4,2,-6,-3,1,0,0,-1,0,0,1,-2,1,-11,2,0,1,4,-17,-3,4,3,-1,-1,-1,0,0,-1,0,0,0,-1,0,1,-2,-4,1,1,6,4,0,-1,-5,-2,2,0,0,0,0,0,1,-1,1
34000,広島県,60000,移動者,17000,石川県,-28,-1,-3,-5,-2,-6,12,-14,-11,4,0,6,-3,-2,0,-3,0,0,0,0,-20,0,-3,-1,1,-8,2,-11,-8,5,5,5,-4,0,0,-1,-1,-1,0,0,-8,-1,0,-4,-3,2,10,-3,-3,-1,-5,1,1,-2,0,-2,1,1,0,0
34000,広島県,60000,移動者,18000,福井県,-31,-1,-7,-8,2,-6,-4,3,-1,-11,-2,-2,1,0,1,2,0,0,1,1,-18,-2,-4,-2,2,-6,-4,3,3,-4,-1,-2,-1,0,0,0,0,0,0,0,-13,1,-3,-6,0,0,0,0,-4,-7,-1,0,2,0,1,2,0,0,1,1
34000,広島県,60000,移動者,19000,山梨県,-43,-2,-2,-6,-4,-2,-10,-6,0,-5,1,1,-7,-3,0,2,0,1,-1,0,-30,-1,-2,-4,-2,0,-7,-5,0,-3,-1,0,-3,-3,0,0,0,1,0,0,-13,-1,0,-2,-2,-2,-3,-1,0,-2,2,1,-4,0,0,2,0,0,-1,0
34000,広島県,60000,移動者,20000,長野県,-41,-1,5,-1,-4,11,-28,-18,5,3,-1,-4,1,3,1,-4,-3,-2,-2,-2,-28,0,2,1,-3,13,-28,-14,9,1,-1,-3,1,-1,2,-1,-1,-1,-2,-2,-13,-1,3,-2,-1,-2,0,-4,-4,2,0,-1,0,4,-1,-3,-2,-1,0,0
34000,広島県,60000,移動者,21000,岐阜県,-14,0,-4,0,10,-16,-11,4,0,4,-3,1,-5,5,1,1,-1,1,0,-1,-17,-2,-2,-2,8,-8,-17,3,-5,5,-1,1,-3,4,-1,1,0,0,2,0,3,2,-2,2,2,-8,6,1,5,-1,-2,0,-2,1,2,0,-1,1,-2,-1
34000,広島県,60000,移動者,22000,静岡県,-225,-12,-9,-16,23,-50,-42,-49,-12,-14,-2,-13,-6,-5,1,-1,-7,-6,-3,-2,-116,-9,-5,-9,17,-31,-28,-20,-6,-8,0,-7,0,-3,1,-1,-2,-4,0,-1,-109,-3,-4,-7,6,-19,-14,-29,-6,-6,-2,-6,-6,-2,0,0,-5,-2,-3,-1
34000,広島県,60000,移動者,23000,愛知県,-499,0,-5,-15,-50,-156,-113,-78,-32,-25,-35,6,3,11,3,-1,-1,-6,-3,-2,-229,9,-6,-10,-23,-71,-57,-38,-15,-23,-18,8,1,9,5,3,-5,0,3,-1,-270,-9,1,-5,-27,-85,-56,-40,-17,-2,-17,-2,2,2,-2,-4,4,-6,-6,-1
34000,広島県,60000,移動者,24000,三重県,-80,-10,2,4,22,-14,-38,-20,-12,-11,8,-2,1,-3,1,-3,-5,0,0,0,-41,-6,4,5,16,-7,-22,-12,-8,-11,9,-1,0,-4,0,-1,-3,0,0,0,-39,-4,-2,-1,6,-7,-16,-8,-4,0,-1,-1,1,1,1,-2,-2,0,0,0
34000,広島県,60000,移動者,25000,滋賀県,-124,-16,-6,-2,1,-56,-10,-3,-7,-7,2,-10,-2,-1,0,-5,1,-2,0,-1,-51,-6,-4,-2,-4,-23,-12,4,0,1,3,-4,-1,-1,1,-2,-1,0,1,-1,-73,-10,-2,0,5,-33,2,-7,-7,-8,-1,-6,-1,0,-1,-3,2,-2,-1,0
34000,広島県,60000,移動者,26000,京都府,-180,17,-4,6,-101,-84,-9,-3,-5,-1,4,-1,-1,2,8,-6,2,-1,-1,-2,-19,17,-1,-1,-49,8,0,-7,-6,6,9,-4,2,3,3,3,1,0,-1,-2,-161,0,-3,7,-52,-92,-9,4,1,-7,-5,3,-3,-1,5,-9,1,-1,0,0
34000,広島県,60000,移動者,27000,大阪府,-1304,-8,-39,-38,-235,-633,-101,-26,-51,-27,-51,-44,-12,1,15,1,-14,-11,-21,-10,-491,5,-27,-13,-96,-202,-39,-11,-14,-24,-13,-25,-20,-4,8,3,-4,-6,-6,-3,-813,-13,-12,-25,-139,-431,-62,-15,-37,-3,-38,-19,8,5,7,-2,-10,-5,-15,-7
34000,広島県,60000,移動者,28000,兵庫県,-543,-26,-21,-21,-64,-192,-95,-21,-44,-29,-7,11,-7,0,1,4,-8,-7,-10,-7,-200,1,-8,-15,-24,-48,-23,-22,-15,-17,-9,-5,-15,-5,5,5,-4,0,-1,0,-343,-27,-13,-6,-40,-144,-72,1,-29,-12,2,16,8,5,-4,-1,-4,-7,-9,-7
34000,広島県,60000,移動者,29000,奈良県,-76,-12,-11,-15,2,23,-20,18,-11,-6,-22,-15,-10,-4,2,4,2,2,0,-3,-40,-8,-6,-11,2,20,-16,10,-6,-2,-15,-7,-7,0,2,2,1,1,0,0,-36,-4,-5,-4,0,3,-4,8,-5,-4,-7,-8,-3,-4,0,2,1,1,0,-3
34000,広島県,60000,移動者,30000,和歌山県,10,-2,-7,-1,7,19,2,7,2,-5,-6,1,-3,1,-2,0,0,1,-1,-3,-5,-3,-5,-2,5,8,-2,4,3,-4,-5,0,-3,1,0,0,-1,0,0,-1,15,1,-2,1,2,11,4,3,-1,-1,-1,1,0,0,-2,0,1,1,-1,-2
34000,広島県,60000,移動者,31000,鳥取県,29,10,-12,10,5,23,13,30,-32,3,-4,-1,-6,-11,-5,1,1,1,1,2,33,18,-7,2,6,8,18,10,-12,4,-1,5,-9,-7,0,-3,-1,1,0,1,-4,-8,-5,8,-1,15,-5,20,-20,-1,-3,-6,3,-4,-5,4,2,0,1,1
34000,広島県,60000,移動者,32000,島根県,16,-8,0,-12,119,135,-114,-30,3,3,-26,-31,-12,-25,-7,-20,-4,9,13,23,-34,1,2,-9,57,64,-76,-24,7,0,-19,-15,-1,-13,-2,-13,-1,0,3,5,50,-9,-2,-3,62,71,-38,-6,-4,3,-7,-16,-11,-12,-5,-7,-3,9,10,18
34000,広島県,60000,移動者,33000,岡山県,-158,5,0,1,-21,-236,67,-2,19,-23,22,-8,25,1,6,-10,6,-11,1,0,-94,24,-2,6,4,-124,3,-10,-2,-13,6,-5,19,-4,2,-6,4,-2,4,2,-64,-19,2,-5,-25,-112,64,8,21,-10,16,-3,6,5,4,-4,2,-9,-3,-2
34000,広島県,60000,移動者,34000,広島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34000,広島県,60000,移動者,35000,山口県,258,0,6,20,199,81,35,16,3,-4,-16,-11,-37,-43,-30,-15,-3,7,27,23,-43,11,4,11,142,-41,-12,-6,-24,-1,-14,-13,-23,-41,-20,-13,-4,-4,2,3,301,-11,2,9,57,122,47,22,27,-3,-2,2,-14,-2,-10,-2,1,11,25,20
34000,広島県,60000,移動者,36000,徳島県,94,-7,3,4,24,33,20,4,9,12,-16,10,2,-2,-5,-2,0,1,1,3,29,-7,-1,2,13,4,6,-1,5,8,-13,13,1,1,-2,-2,0,1,1,0,65,0,4,2,11,29,14,5,4,4,-3,-3,1,-3,-3,0,0,0,0,3
34000,広島県,60000,移動者,37000,香川県,175,13,2,13,36,19,32,8,-10,17,30,9,14,-5,-9,4,0,2,0,0,108,6,0,3,32,9,20,5,-10,9,21,4,11,-3,-3,2,-1,1,1,1,67,7,2,10,4,10,12,3,0,8,9,5,3,-2,-6,2,1,1,-1,-1
34000,広島県,60000,移動者,38000,愛媛県,7,-25,4,5,40,113,-2,-30,-25,-24,-31,-4,-1,-17,-7,-11,6,7,5,4,-55,-21,2,-1,11,57,-15,-11,-21,-8,-22,1,-9,-11,-4,-6,0,1,0,2,62,-4,2,6,29,56,13,-19,-4,-16,-9,-5,8,-6,-3,-5,6,6,5,2
34000,広島県,60000,移動者,39000,高知県,0,-9,2,1,10,7,5,1,-1,-8,-4,1,-1,-4,1,-2,-2,1,3,-1,-18,0,3,2,6,-22,3,0,0,-4,-3,0,-1,-2,1,-1,-1,0,1,0,18,-9,-1,-1,4,29,2,1,-1,-4,-1,1,0,-2,0,-1,-1,1,2,-1
34000,広島県,60000,移動者,40000,福岡県,-711,-88,-23,-23,-16,-155,-68,-87,-19,-39,-66,-44,-29,-6,-19,-14,-8,0,-5,-2,-454,-49,-15,-8,22,-81,-68,-60,-17,-33,-39,-39,-33,-6,-14,-8,-4,-3,1,0,-257,-39,-8,-15,-38,-74,0,-27,-2,-6,-27,-5,4,0,-5,-6,-4,3,-6,-2
34000,広島県,60000,移動者,41000,佐賀県,7,-7,-5,-8,44,-15,10,12,-8,-2,-1,-7,-4,-1,-3,2,-2,1,0,1,13,-2,-1,-2,36,-23,6,7,-4,3,2,-5,-2,0,-3,1,-1,0,0,1,-6,-5,-4,-6,8,8,4,5,-4,-5,-3,-2,-2,-1,0,1,-1,1,0,0
34000,広島県,60000,移動者,42000,長崎県,75,4,-9,-8,83,18,11,-16,0,-2,1,-1,-8,-5,6,-4,-1,2,3,1,38,1,-8,-3,61,14,6,-20,-6,0,5,-5,-1,-3,1,-3,-2,2,-1,0,37,3,-1,-5,22,4,5,4,6,-2,-4,4,-7,-2,5,-1,1,0,4,1
34000,広島県,60000,移動者,43000,熊本県,-6,-10,-2,1,51,-18,-4,9,-13,-12,3,-2,-11,1,-1,2,-1,0,0,1,-25,2,-4,-1,34,-27,-11,6,-5,-1,-1,-8,-7,-2,-1,1,1,-1,-1,1,19,-12,2,2,17,9,7,3,-8,-11,4,6,-4,3,0,1,-2,1,1,0
34000,広島県,60000,移動者,44000,大分県,-77,-23,2,-1,46,15,-31,-33,-16,-19,10,-10,-7,-4,-8,-2,-2,1,4,1,-71,-16,-2,1,34,7,-24,-25,-13,-11,2,-9,-6,0,-5,-1,-3,-1,1,0,-6,-7,4,-2,12,8,-7,-8,-3,-8,8,-1,-1,-4,-3,-1,1,2,3,1
34000,広島県,60000,移動者,45000,宮崎県,12,-1,-4,-8,35,7,1,1,-7,-4,-3,2,1,-1,-4,-4,0,-1,0,2,-4,1,-1,-3,14,-4,-5,1,-5,-1,-1,4,0,0,-1,-2,0,-1,0,0,16,-2,-3,-5,21,11,6,0,-2,-3,-2,-2,1,-1,-3,-2,0,0,0,2
34000,広島県,60000,移動者,46000,鹿児島県,-2,-22,-12,3,93,-2,4,-20,-14,-5,-6,-4,1,-9,-2,-7,-2,1,1,0,-1,-10,-5,-2,68,-7,-3,-13,-10,-2,-1,-6,1,-5,-2,-4,-1,0,1,0,-1,-12,-7,5,25,5,7,-7,-4,-3,-5,2,0,-4,0,-3,-1,1,0,0
34000,広島県,60000,移動者,47000,沖縄県,-3,6,6,-1,28,-20,5,-25,0,-4,-2,1,1,-2,4,2,-1,0,-1,0,8,5,8,0,11,-10,13,-7,-2,-7,-4,-3,2,-5,5,2,-1,1,0,0,-11,1,-2,-1,17,-10,-8,-18,2,3,2,4,-1,3,-1,0,0,-1,-1,0
34000,広島県,60000,移動者,48000,東京圏,-3657,-4,-83,-90,-500,-2000,-712,-138,-25,-3,-100,-15,78,62,23,7,-47,-29,-43,-38,-1679,34,-32,-59,-258,-1025,-347,-101,6,34,-35,7,36,47,31,14,-1,-15,-8,-7,-1978,-38,-51,-31,-242,-975,-365,-37,-31,-37,-65,-22,42,15,-8,-7,-46,-14,-35,-31
34000,広島県,60000,移動者,49000,名古屋圏,-593,-10,-7,-11,-18,-186,-162,-94,-44,-32,-30,5,-1,13,5,-3,-7,-5,-3,-3,-287,1,-4,-7,1,-86,-96,-47,-28,-29,-10,8,-2,9,4,3,-8,0,5,-1,-306,-11,-3,-4,-19,-100,-66,-47,-16,-3,-20,-3,1,4,1,-6,1,-5,-8,-2
34000,広島県,60000,移動者,50000,大阪圏,-2103,-29,-75,-68,-398,-886,-225,-32,-111,-63,-76,-49,-30,-1,26,3,-18,-17,-32,-22,-750,15,-42,-40,-167,-222,-78,-30,-41,-37,-28,-41,-40,-6,18,13,-6,-5,-8,-5,-1353,-44,-33,-28,-231,-664,-147,-2,-70,-26,-48,-8,10,5,8,-10,-12,-12,-24,-17
34000,広島県,60000,移動者,100,21大都市計,-4782,324,48,-77,-892,-3483,-780,21,180,63,-157,-26,81,149,77,-16,-41,-72,-98,-83,-2173,201,26,-36,-474,-1657,-445,-35,152,71,-69,-26,38,78,59,20,-4,-31,-20,-21,-2609,123,22,-41,-418,-1826,-335,56,28,-8,-88,0,43,71,18,-36,-37,-41,-78,-62
