,,,,,,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上
全国・都道府県コード,全国・都道府県,国籍コード,国籍,移動前・移動後の住所地コード,移動前・移動後の住所地,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人
43000,熊本県,61000,日本人移動者,28000,兵庫県,-77,1,-1,-1,-60,-45,-14,6,16,-2,-8,10,10,2,8,8,5,-3,-7,-2,-28,-2,-10,-1,-35,-19,-8,9,18,-6,1,5,7,1,4,4,5,0,-2,1,-49,3,9,0,-25,-26,-6,-3,-2,4,-9,5,3,1,4,4,0,-3,-5,-3
43000,熊本県,61000,日本人移動者,29000,奈良県,-13,-3,-2,1,-16,7,1,5,-8,-6,1,3,-1,2,4,-1,0,2,-1,-1,-5,-1,-1,1,-6,2,0,5,-4,-3,-1,1,-1,1,1,-1,0,2,0,0,-8,-2,-1,0,-10,5,1,0,-4,-3,2,2,0,1,3,0,0,0,-1,-1
43000,熊本県,61000,日本人移動者,30000,和歌山県,-5,2,1,1,-2,-5,-2,2,4,0,-4,4,-4,-3,2,1,-2,0,0,0,-7,-2,1,0,0,-3,-3,-2,3,0,-2,2,-2,-1,2,1,-1,0,0,0,2,4,0,1,-2,-2,1,4,1,0,-2,2,-2,-2,0,0,-1,0,0,0
43000,熊本県,61000,日本人移動者,31000,鳥取県,-14,-1,0,-2,1,-1,1,-1,-1,-1,-5,-6,0,1,0,0,1,0,0,0,-9,-1,0,-1,2,-2,-1,0,-1,1,-3,-4,0,1,0,0,0,0,0,0,-5,0,0,-1,-1,1,2,-1,0,-2,-2,-2,0,0,0,0,1,0,0,0
43000,熊本県,61000,日本人移動者,32000,島根県,4,1,0,4,-7,4,5,-2,1,2,-3,-1,1,0,0,1,-1,0,0,-1,2,3,-1,1,-5,1,4,0,2,0,-3,0,1,0,0,0,-1,0,0,0,2,-2,1,3,-2,3,1,-2,-1,2,0,-1,0,0,0,1,0,0,0,-1
43000,熊本県,61000,日本人移動者,33000,岡山県,-16,-4,-4,-1,-15,-3,13,-1,2,-6,2,-4,5,2,-2,2,-1,1,-2,0,8,-2,-3,1,-10,-3,7,5,5,-2,5,2,3,2,0,-1,0,0,-1,0,-24,-2,-1,-2,-5,0,6,-6,-3,-4,-3,-6,2,0,-2,3,-1,1,-1,0
43000,熊本県,61000,日本人移動者,34000,広島県,1,8,1,0,-51,20,-8,-2,10,12,0,2,11,-1,1,-2,1,0,0,-1,18,-2,4,2,-35,23,3,-1,3,2,2,8,7,2,1,-1,-1,1,1,-1,-17,10,-3,-2,-16,-3,-11,-1,7,10,-2,-6,4,-3,0,-1,2,-1,-1,0
43000,熊本県,61000,日本人移動者,35000,山口県,-50,-1,2,-6,-58,9,-8,4,5,-2,7,-1,1,2,-3,0,-5,0,3,1,-34,0,0,0,-47,5,-5,6,-1,0,8,3,-2,4,-1,0,-3,-1,0,0,-16,-1,2,-6,-11,4,-3,-2,6,-2,-1,-4,3,-2,-2,0,-2,1,3,1
43000,熊本県,61000,日本人移動者,36000,徳島県,26,5,2,2,-2,6,4,6,0,-1,1,-1,0,1,1,1,1,0,0,0,13,4,2,1,-3,2,2,3,-1,0,0,-1,1,1,0,1,1,0,0,0,13,1,0,1,1,4,2,3,1,-1,1,0,-1,0,1,0,0,0,0,0
43000,熊本県,61000,日本人移動者,37000,香川県,36,2,7,2,1,2,1,5,-2,8,13,2,0,-4,0,0,0,0,0,-1,21,1,3,4,1,3,-5,4,-2,4,9,1,0,-2,0,0,0,0,0,0,15,1,4,-2,0,-1,6,1,0,4,4,1,0,-2,0,0,0,0,0,-1
43000,熊本県,61000,日本人移動者,38000,愛媛県,55,6,8,3,0,-2,5,9,7,2,0,0,7,0,4,2,1,3,0,0,30,6,7,1,-1,-4,2,3,4,0,2,1,3,0,2,2,0,2,0,0,25,0,1,2,1,2,3,6,3,2,-2,-1,4,0,2,0,1,1,0,0
43000,熊本県,61000,日本人移動者,39000,高知県,-16,1,-4,-1,-2,2,-2,3,0,-3,-3,-5,1,-2,0,0,0,1,-1,-1,7,0,-1,0,0,5,0,4,0,2,-2,-2,2,-1,0,0,0,0,0,0,-23,1,-3,-1,-2,-3,-2,-1,0,-5,-1,-3,-1,-1,0,0,0,1,-1,-1
43000,熊本県,61000,日本人移動者,40000,福岡県,-661,116,21,1,-407,-494,16,65,23,-26,-5,42,-1,34,20,2,-1,0,-32,-35,-168,54,14,8,-219,-75,-7,27,-9,-19,-3,26,4,17,18,2,9,-5,-2,-8,-493,62,7,-7,-188,-419,23,38,32,-7,-2,16,-5,17,2,0,-10,5,-30,-27
43000,熊本県,61000,日本人移動者,41000,佐賀県,53,-21,16,-3,7,21,17,1,13,-2,14,-10,2,6,-6,-1,1,-1,0,-1,-8,-18,6,3,0,-5,4,-3,13,-9,3,-8,4,6,-4,-1,2,-1,0,0,61,-3,10,-6,7,26,13,4,0,7,11,-2,-2,0,-2,0,-1,0,0,-1
43000,熊本県,61000,日本人移動者,42000,長崎県,196,-5,34,12,63,34,-31,-4,17,22,13,7,6,7,-4,11,5,7,5,-3,71,-4,19,12,38,-1,-16,-5,3,5,10,1,-2,3,0,5,0,5,-1,-1,125,-1,15,0,25,35,-15,1,14,17,3,6,8,4,-4,6,5,2,6,-2
43000,熊本県,61000,日本人移動者,43000,熊本県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43000,熊本県,61000,日本人移動者,44000,大分県,115,1,11,19,-10,0,4,18,3,26,-10,24,7,-1,2,14,4,2,2,-1,30,-3,-8,6,-7,-14,10,11,4,18,-23,21,7,-5,0,5,1,1,3,3,85,4,19,13,-3,14,-6,7,-1,8,13,3,0,4,2,9,3,1,-1,-4
43000,熊本県,61000,日本人移動者,45000,宮崎県,179,-1,8,13,60,87,1,-3,-19,-4,8,15,9,-14,3,6,1,7,2,0,50,-4,-3,10,17,30,1,-6,-10,-5,4,10,4,-5,0,2,0,2,3,0,129,3,11,3,43,57,0,3,-9,1,4,5,5,-9,3,4,1,5,-1,0
43000,熊本県,61000,日本人移動者,46000,鹿児島県,228,-15,0,-14,70,81,51,17,7,24,-4,5,8,-10,-2,4,3,-2,7,-2,97,-5,15,-3,52,17,10,17,-1,14,-11,1,2,-11,0,0,-1,-1,2,0,131,-10,-15,-11,18,64,41,0,8,10,7,4,6,1,-2,4,4,-1,5,-2
43000,熊本県,61000,日本人移動者,47000,沖縄県,6,-13,12,9,-11,14,-3,-4,-5,8,-2,2,-3,-1,0,-1,1,1,2,0,20,-5,6,5,-7,13,7,-1,-1,3,-5,6,0,-1,0,-1,1,0,0,0,-14,-8,6,4,-4,1,-10,-3,-4,5,3,-4,-3,0,0,0,0,1,2,0
43000,熊本県,61000,日本人移動者,48000,東京圏,-975,103,34,30,-533,-1107,-134,100,62,97,52,21,88,125,79,46,20,-21,-16,-21,-358,73,16,25,-314,-568,-79,63,51,73,44,39,55,85,53,29,11,-4,-6,-4,-617,30,18,5,-219,-539,-55,37,11,24,8,-18,33,40,26,17,9,-17,-10,-17
43000,熊本県,61000,日本人移動者,49000,名古屋圏,128,47,21,19,-182,-27,48,45,47,6,18,8,18,35,25,0,2,3,-4,-1,62,29,10,12,-156,-18,42,30,25,3,16,6,9,27,20,4,5,1,-2,-1,66,18,11,7,-26,-9,6,15,22,3,2,2,9,8,5,-4,-3,2,-2,0
43000,熊本県,61000,日本人移動者,50000,大阪圏,-182,44,23,13,-234,-257,16,43,55,12,5,12,16,21,49,24,-1,1,-17,-7,-70,21,-2,9,-144,-87,-1,25,39,-4,9,7,7,14,24,11,2,2,-4,2,-112,23,25,4,-90,-170,17,18,16,16,-4,5,9,7,25,13,-3,-1,-13,-9
43000,熊本県,61000,日本人移動者,100,21大都市計,-2117,425,114,-8,-1095,-1988,-245,144,141,46,32,91,68,108,147,64,-14,-49,-70,-28,-628,217,59,29,-585,-714,-152,24,86,41,74,94,20,69,112,42,9,-27,-18,-8,-1489,208,55,-37,-510,-1274,-93,120,55,5,-42,-3,48,39,35,22,-23,-22,-52,-20
43000,熊本県,61000,日本人移動者,1100,札幌市,-16,0,0,-3,-9,-4,1,3,6,-2,-8,-2,0,-1,-2,3,1,-1,2,0,-11,1,-1,-2,-7,-3,1,1,6,0,-6,-1,-1,0,0,1,0,0,0,0,-5,-1,1,-1,-2,-1,0,2,0,-2,-2,-1,1,-1,-2,2,1,-1,2,0
43000,熊本県,61000,日本人移動者,4100,仙台市,14,-2,3,1,0,-6,9,2,2,1,-1,0,2,2,-1,3,-1,0,0,0,14,0,2,1,1,-4,6,1,2,-2,1,2,2,1,0,2,-1,0,0,0,0,-2,1,0,-1,-2,3,1,0,3,-2,-2,0,1,-1,1,0,0,0,0
43000,熊本県,61000,日本人移動者,11100,さいたま市,-51,-8,-4,4,-15,-25,2,-1,-13,5,-1,-1,2,1,5,1,-2,-1,-1,1,-19,-2,-1,3,-6,-18,2,-1,-4,4,1,0,1,1,3,0,-1,-1,0,0,-32,-6,-3,1,-9,-7,0,0,-9,1,-2,-1,1,0,2,1,-1,0,-1,1
43000,熊本県,61000,日本人移動者,12100,千葉市,-31,-2,1,4,-10,-26,-8,-6,-1,-1,4,3,6,3,2,-1,3,0,0,-2,-26,-3,1,4,-8,-15,-2,-4,-4,-3,1,1,6,1,1,-2,0,0,0,0,-5,1,0,0,-2,-11,-6,-2,3,2,3,2,0,2,1,1,3,0,0,-2
43000,熊本県,61000,日本人移動者,13100,東京都特別区部,-456,60,30,13,-165,-593,-107,56,25,61,49,10,31,29,27,23,14,0,-12,-7,-199,35,14,13,-71,-312,-71,24,12,40,28,10,23,21,18,12,10,-1,-3,-1,-257,25,16,0,-94,-281,-36,32,13,21,21,0,8,8,9,11,4,1,-9,-6
43000,熊本県,61000,日本人移動者,14100,横浜市,-70,16,4,4,-47,-124,0,15,6,0,9,5,7,22,7,9,2,-4,3,-4,-23,10,2,1,-26,-58,-2,9,-2,3,9,4,5,16,4,7,-1,-1,-1,-2,-47,6,2,3,-21,-66,2,6,8,-3,0,1,2,6,3,2,3,-3,4,-2
43000,熊本県,61000,日本人移動者,14130,川崎市,-48,-1,2,-2,-32,-41,-23,1,16,-1,11,-1,5,11,8,2,1,-2,-3,1,-4,0,1,0,-25,-14,-10,5,12,3,9,-2,3,7,4,2,1,0,0,0,-44,-1,1,-2,-7,-27,-13,-4,4,-4,2,1,2,4,4,0,0,-2,-3,1
43000,熊本県,61000,日本人移動者,14150,相模原市,-43,2,1,-2,-19,-21,-2,-3,1,1,-1,0,2,4,0,-3,1,-2,-1,-1,-9,1,1,0,-7,-5,0,-3,1,0,-1,2,0,2,1,-1,1,-1,0,0,-34,1,0,-2,-12,-16,-2,0,0,1,0,-2,2,2,-1,-2,0,-1,-1,-1
43000,熊本県,61000,日本人移動者,15100,新潟市,7,0,0,2,-3,5,-4,-2,2,0,2,4,0,-1,0,0,0,2,0,0,6,0,0,2,-3,4,-2,-1,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-2,-1,0,0,0,3,0,-1,0,0,0,1,0,0
43000,熊本県,61000,日本人移動者,22100,静岡市,8,1,3,0,-5,3,-2,0,4,0,1,1,0,1,-1,0,0,1,0,1,5,-1,2,0,-4,3,-2,2,3,0,1,-1,0,1,0,0,0,0,0,1,3,2,1,0,-1,0,0,-2,1,0,0,2,0,0,-1,0,0,1,0,0
43000,熊本県,61000,日本人移動者,22130,浜松市,-4,4,1,3,-1,-8,3,-2,-1,1,5,0,0,-6,-2,0,0,0,1,-2,-4,2,1,2,-1,-6,3,-3,-1,0,3,0,0,-3,-1,0,0,0,0,0,0,2,0,1,0,-2,0,1,0,1,2,0,0,-3,-1,0,0,0,1,-2
43000,熊本県,61000,日本人移動者,23100,名古屋市,31,14,4,8,-21,-33,10,15,11,0,-2,0,1,11,7,4,1,1,-1,1,25,10,2,3,-13,-24,11,13,5,-1,0,2,-1,7,5,4,2,0,0,0,6,4,2,5,-8,-9,-1,2,6,1,-2,-2,2,4,2,0,-1,1,-1,1
43000,熊本県,61000,日本人移動者,26100,京都市,5,4,12,2,-42,-25,21,6,9,1,8,-6,-1,10,7,3,-2,0,-2,0,14,0,5,2,-23,3,15,3,3,-3,2,-2,0,4,4,2,0,-1,0,0,-9,4,7,0,-19,-28,6,3,6,4,6,-4,-1,6,3,1,-2,1,-2,0
43000,熊本県,61000,日本人移動者,27100,大阪市,-100,2,2,3,-32,-109,1,7,12,7,-6,-8,9,2,7,7,-2,-2,0,0,-48,1,0,2,-19,-43,-14,3,3,5,0,-1,3,3,3,7,-1,-1,0,1,-52,1,2,1,-13,-66,15,4,9,2,-6,-7,6,-1,4,0,-1,-1,0,-1
43000,熊本県,61000,日本人移動者,27140,堺市,33,9,8,1,-9,-7,4,11,6,-1,-2,5,1,0,3,5,1,0,-1,-1,23,7,7,2,-7,2,4,4,5,-2,-3,2,-1,0,1,2,1,0,-1,0,10,2,1,-1,-2,-9,0,7,1,1,1,3,2,0,2,3,0,0,0,-1
43000,熊本県,61000,日本人移動者,28100,神戸市,-51,-6,-6,3,-25,-21,-16,0,-2,4,-6,7,2,0,9,2,1,2,1,0,-27,-4,-4,1,-19,-7,-8,2,3,1,-2,3,0,-1,6,0,1,0,0,1,-24,-2,-2,2,-6,-14,-8,-2,-5,3,-4,4,2,1,3,2,0,2,1,-1
43000,熊本県,61000,日本人移動者,33100,岡山市,-1,-2,-3,0,-9,2,9,1,3,-4,0,0,4,0,0,-1,-2,0,1,0,15,0,-1,2,-6,1,4,4,3,-1,3,4,3,0,1,-1,-1,0,0,0,-16,-2,-2,-2,-3,1,5,-3,0,-3,-3,-4,1,0,-1,0,-1,0,1,0
43000,熊本県,61000,日本人移動者,34100,広島市,20,11,5,2,-23,6,1,4,9,3,2,0,1,-1,2,-2,-1,1,1,-1,17,3,2,1,-18,14,6,3,4,-3,1,4,0,0,1,0,-1,1,0,-1,3,8,3,1,-5,-8,-5,1,5,6,1,-4,1,-1,1,-2,0,0,1,0
43000,熊本県,61000,日本人移動者,40100,北九州市,43,10,15,3,-66,-9,27,35,8,-2,6,14,-7,6,7,3,-2,-1,-2,-2,42,10,6,2,-52,27,8,17,10,-1,1,12,-5,0,7,3,0,-1,-2,0,1,0,9,1,-14,-36,19,18,-2,-1,5,2,-2,6,0,0,-2,0,0,-2
43000,熊本県,61000,日本人移動者,40130,福岡市,-772,54,-9,-19,-266,-541,-41,8,9,15,14,0,12,17,9,-4,3,-4,-16,-13,-267,31,-3,-6,-121,-164,-33,-12,-15,13,9,7,6,14,9,-1,7,-3,-2,-3,-505,23,-6,-13,-145,-377,-8,20,24,2,5,-7,6,3,0,-3,-4,-1,-14,-10
43000,熊本県,61000,日本人移動者,43100,熊本市,-635,259,45,-35,-296,-411,-130,-6,29,-42,-52,60,-9,-2,53,10,-30,-39,-40,1,-152,116,23,-4,-150,-95,-68,-43,38,-12,15,47,-24,-5,45,5,-8,-19,-9,-4,-483,143,22,-31,-146,-316,-62,37,-9,-30,-67,13,15,3,8,5,-22,-20,-31,5
44000,大分県,61000,日本人移動者,0,全国,-1441,150,9,-20,-581,-1549,-176,-48,108,78,87,101,122,188,137,31,11,-3,-64,-22,-544,59,10,-3,-261,-725,-120,-30,37,62,94,55,22,104,110,37,24,8,-18,-9,-897,91,-1,-17,-320,-824,-56,-18,71,16,-7,46,100,84,27,-6,-13,-11,-46,-13
44000,大分県,61000,日本人移動者,1000,北海道,47,5,9,-2,-4,4,0,0,7,6,5,10,6,1,-2,-1,2,0,0,1,26,4,2,0,-8,1,3,0,5,1,5,7,4,1,-1,0,1,1,0,0,21,1,7,-2,4,3,-3,0,2,5,0,3,2,0,-1,-1,1,-1,0,1
44000,大分県,61000,日本人移動者,2000,青森県,1,2,0,0,0,-2,-2,3,1,-2,1,-1,0,1,-1,1,0,0,0,0,-2,0,0,0,1,-3,0,2,0,-2,1,0,-1,1,-1,0,0,0,0,0,3,2,0,0,-1,1,-2,1,1,0,0,-1,1,0,0,1,0,0,0,0
44000,大分県,61000,日本人移動者,3000,岩手県,2,1,-2,0,2,1,0,-2,-1,2,1,-3,2,0,0,0,1,0,0,0,-3,1,-1,0,0,0,-2,-2,0,1,0,-2,2,0,0,0,0,0,0,0,5,0,-1,0,2,1,2,0,-1,1,1,-1,0,0,0,0,1,0,0,0
44000,大分県,61000,日本人移動者,4000,宮城県,-7,-4,-3,2,2,-4,-1,1,-2,0,-1,4,0,1,-1,-1,-1,1,0,0,-3,-3,-2,1,0,-2,-1,1,-1,1,0,3,0,1,-1,-1,0,1,0,0,-4,-1,-1,1,2,-2,0,0,-1,-1,-1,1,0,0,0,0,-1,0,0,0
44000,大分県,61000,日本人移動者,5000,秋田県,-4,1,-1,-2,-1,-1,0,2,-2,1,-1,0,0,0,0,0,0,0,0,0,-3,0,-1,-1,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,-1,-1,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0
44000,大分県,61000,日本人移動者,6000,山形県,-14,-2,-4,-1,2,0,0,2,-1,-4,-1,-1,-3,-1,0,0,0,0,0,0,-9,-1,-3,-1,2,0,-2,2,0,-3,0,-1,-1,-1,0,0,0,0,0,0,-5,-1,-1,0,0,0,2,0,-1,-1,-1,0,-2,0,0,0,0,0,0,0
44000,大分県,61000,日本人移動者,7000,福島県,-8,0,-2,-2,-1,2,0,-3,-1,3,1,1,-3,-4,1,0,0,0,0,0,4,1,-1,0,-1,0,0,-2,2,4,1,2,-1,-2,1,0,0,0,0,0,-12,-1,-1,-2,0,2,0,-1,-3,-1,0,-1,-2,-2,0,0,0,0,0,0
44000,大分県,61000,日本人移動者,8000,茨城県,-18,5,-5,-1,-8,-23,2,6,4,-1,2,4,2,2,0,1,-2,-1,-3,-2,-10,2,-2,0,-4,-18,3,3,4,0,0,2,-1,0,2,1,0,0,-1,-1,-8,3,-3,-1,-4,-5,-1,3,0,-1,2,2,3,2,-2,0,-2,-1,-2,-1
44000,大分県,61000,日本人移動者,9000,栃木県,43,8,5,3,-1,0,3,12,6,6,5,-2,-2,0,0,0,1,0,0,-1,20,4,1,3,1,-5,-1,9,3,3,3,0,-2,1,0,0,0,0,0,0,23,4,4,0,-2,5,4,3,3,3,2,-2,0,-1,0,0,1,0,0,-1
44000,大分県,61000,日本人移動者,10000,群馬県,-15,-2,-3,0,-2,0,0,3,-5,-1,0,0,1,0,-5,-1,0,0,0,0,-5,-2,-1,0,-2,2,2,1,-4,2,1,0,1,-1,-4,0,0,0,0,0,-10,0,-2,0,0,-2,-2,2,-1,-3,-1,0,0,1,-1,-1,0,0,0,0
44000,大分県,61000,日本人移動者,11000,埼玉県,-24,8,6,-8,-23,-52,-7,-2,3,-3,1,19,16,3,17,0,2,-2,-2,0,-13,5,4,-7,-15,-32,-5,1,6,-3,3,13,7,1,11,0,0,1,-4,1,-11,3,2,-1,-8,-20,-2,-3,-3,0,-2,6,9,2,6,0,2,-3,2,-1
44000,大分県,61000,日本人移動者,12000,千葉県,-11,8,1,1,-17,-43,5,-5,-5,9,1,8,6,8,5,3,1,4,-1,0,7,-1,1,2,-12,-16,4,-6,-4,6,1,3,7,9,4,4,3,2,0,0,-18,9,0,-1,-5,-27,1,1,-1,3,0,5,-1,-1,1,-1,-2,2,-1,0
44000,大分県,61000,日本人移動者,13000,東京都,-304,42,17,-3,-107,-445,-75,30,42,21,25,18,35,31,31,17,9,5,0,3,-154,13,2,-2,-32,-237,-44,9,25,19,17,8,13,14,21,13,4,4,-1,0,-150,29,15,-1,-75,-208,-31,21,17,2,8,10,22,17,10,4,5,1,1,3
44000,大分県,61000,日本人移動者,14000,神奈川県,-86,23,-2,4,-36,-170,-16,10,11,-2,12,20,27,17,13,8,0,-2,-2,-1,-57,15,-1,2,-28,-94,-6,7,-9,2,6,14,12,8,13,2,0,1,0,-1,-29,8,-1,2,-8,-76,-10,3,20,-4,6,6,15,9,0,6,0,-3,-2,0
44000,大分県,61000,日本人移動者,15000,新潟県,13,0,1,3,0,1,2,-3,1,1,0,1,1,4,0,0,1,0,0,0,-3,0,-1,1,0,-2,-2,-2,-1,1,-1,1,0,4,-1,0,0,0,0,0,16,0,2,2,0,3,4,-1,2,0,1,0,1,0,1,0,1,0,0,0
44000,大分県,61000,日本人移動者,16000,富山県,-19,-2,-2,0,3,-8,-3,-3,-3,0,1,0,1,-1,0,0,-1,-1,0,0,-9,0,0,0,1,-2,-4,-1,-4,1,1,0,1,-1,0,0,-1,0,0,0,-10,-2,-2,0,2,-6,1,-2,1,-1,0,0,0,0,0,0,0,-1,0,0
44000,大分県,61000,日本人移動者,17000,石川県,6,3,0,0,0,-1,8,3,-4,-4,3,-1,2,-1,0,-1,0,-1,0,0,2,2,0,0,-2,-3,7,1,-1,-4,2,-1,1,0,0,0,0,0,0,0,4,1,0,0,2,2,1,2,-3,0,1,0,1,-1,0,-1,0,-1,0,0
44000,大分県,61000,日本人移動者,18000,福井県,-15,3,1,1,0,-4,-6,5,-1,-1,-8,-2,-1,-1,1,-1,0,0,0,-1,-9,0,0,1,0,-2,-3,4,-1,0,-6,-1,-1,-1,1,0,0,0,0,0,-6,3,1,0,0,-2,-3,1,0,-1,-2,-1,0,0,0,-1,0,0,0,-1
44000,大分県,61000,日本人移動者,19000,山梨県,-21,-2,0,0,-5,-18,0,-1,3,2,-1,2,-1,-1,1,1,0,-1,0,0,-17,-3,0,0,-3,-12,0,0,2,1,-1,0,0,-1,0,0,0,0,0,0,-4,1,0,0,-2,-6,0,-1,1,1,0,2,-1,0,1,1,0,-1,0,0
44000,大分県,61000,日本人移動者,20000,長野県,14,-2,3,-1,4,-10,4,0,2,-1,6,0,4,-2,0,2,1,3,1,0,4,-1,1,0,5,-8,2,-1,1,-2,5,1,0,-2,0,0,1,2,0,0,10,-1,2,-1,-1,-2,2,1,1,1,1,-1,4,0,0,2,0,1,1,0
44000,大分県,61000,日本人移動者,21000,岐阜県,13,2,5,-3,1,-2,-2,-7,2,7,4,5,2,2,0,-1,-2,0,0,0,-2,-1,3,0,1,-5,-5,-8,0,6,2,4,1,1,0,0,-1,0,0,0,15,3,2,-3,0,3,3,1,2,1,2,1,1,1,0,-1,-1,0,0,0
44000,大分県,61000,日本人移動者,22000,静岡県,17,-5,10,4,-5,-8,3,8,1,4,1,7,-5,0,1,3,0,-1,-1,0,14,0,7,0,-9,-6,8,2,3,4,2,6,-1,-3,1,1,0,-1,0,0,3,-5,3,4,4,-2,-5,6,-2,0,-1,1,-4,3,0,2,0,0,-1,0
44000,大分県,61000,日本人移動者,23000,愛知県,-17,16,11,2,-53,-69,3,-9,33,2,6,16,10,9,14,9,-2,-4,-7,-4,-6,13,8,1,-39,-52,7,-12,23,6,1,10,3,6,14,8,2,-4,-1,0,-11,3,3,1,-14,-17,-4,3,10,-4,5,6,7,3,0,1,-4,0,-6,-4
44000,大分県,61000,日本人移動者,24000,三重県,15,3,-1,5,-1,-5,4,-1,0,5,6,2,-5,3,2,1,-2,-3,2,0,16,3,0,3,4,1,1,-3,1,-1,3,3,-4,3,2,1,0,-1,0,0,-1,0,-1,2,-5,-6,3,2,-1,6,3,-1,-1,0,0,0,-2,-2,2,0
44000,大分県,61000,日本人移動者,25000,滋賀県,19,0,5,1,2,-5,3,5,2,-2,-3,6,0,5,-3,1,1,-2,2,1,3,-1,4,0,0,-7,0,0,1,-1,-1,4,0,5,-3,1,1,0,0,0,16,1,1,1,2,2,3,5,1,-1,-2,2,0,0,0,0,0,-2,2,1
44000,大分県,61000,日本人移動者,26000,京都府,-36,6,-1,8,-33,-40,2,4,5,7,7,-2,-2,2,4,4,-1,-2,-3,-1,-27,2,0,4,-20,-25,3,-2,4,3,3,1,-2,1,3,1,0,-2,-1,0,-9,4,-1,4,-13,-15,-1,6,1,4,4,-3,0,1,1,3,-1,0,-2,-1
44000,大分県,61000,日本人移動者,27000,大阪府,-71,7,-2,2,-65,-128,-16,26,35,11,2,20,20,15,6,4,5,-2,-8,-3,-38,-6,-5,-1,-33,-63,-11,15,13,10,9,11,10,3,6,7,-1,-2,1,-1,-33,13,3,3,-32,-65,-5,11,22,1,-7,9,10,12,0,-3,6,0,-9,-2
44000,大分県,61000,日本人移動者,28000,兵庫県,-51,5,2,-3,-25,-58,13,-9,3,6,-4,-3,4,6,3,5,3,4,-1,-2,-19,-1,3,-1,-8,-33,11,-4,5,-2,-3,-3,2,5,2,2,3,4,0,-1,-32,6,-1,-2,-17,-25,2,-5,-2,8,-1,0,2,1,1,3,0,0,-1,-1
44000,大分県,61000,日本人移動者,29000,奈良県,2,1,2,0,-2,-5,2,4,1,3,-6,-1,3,2,1,-1,-2,2,-1,-1,2,1,-1,0,-1,-5,1,1,0,1,0,1,0,3,1,0,0,0,0,0,0,0,3,0,-1,0,1,3,1,2,-6,-2,3,-1,0,-1,-2,2,-1,-1
44000,大分県,61000,日本人移動者,30000,和歌山県,11,7,1,3,-1,-3,-2,-3,-2,6,-1,1,3,2,0,-1,1,0,0,0,4,5,1,1,-1,-2,-4,-3,-3,5,-1,1,3,2,0,-1,1,0,0,0,7,2,0,2,0,-1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
44000,大分県,61000,日本人移動者,31000,鳥取県,-9,-3,2,2,-2,-3,-5,1,-2,1,0,-2,2,0,0,0,0,0,0,0,-8,-1,0,1,1,-1,-6,-2,-1,-1,1,-1,2,0,0,0,0,0,0,0,-1,-2,2,1,-3,-2,1,3,-1,2,-1,-1,0,0,0,0,0,0,0,0
44000,大分県,61000,日本人移動者,32000,島根県,-7,0,1,1,-6,-4,1,-5,2,1,1,1,-1,3,-1,0,0,-1,-1,1,-8,1,1,0,-7,-5,1,-3,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,0,1,1,1,0,-2,2,0,0,1,-1,1,-1,0,0,-1,-1,1
44000,大分県,61000,日本人移動者,33000,岡山県,-20,-1,-3,0,-14,2,-2,-12,-1,-2,8,0,2,0,2,2,0,0,0,-1,-4,-1,-1,1,-3,-1,-4,-5,0,-3,7,2,1,1,0,2,0,0,0,0,-16,0,-2,-1,-11,3,2,-7,-1,1,1,-2,1,-1,2,0,0,0,0,-1
44000,大分県,61000,日本人移動者,34000,広島県,70,23,-2,1,-46,-9,24,32,14,16,-10,12,7,4,6,2,2,-1,-4,-1,58,16,2,-1,-34,-7,18,22,11,9,-2,11,6,0,3,1,3,1,-1,0,12,7,-4,2,-12,-2,6,10,3,7,-8,1,1,4,3,1,-1,-2,-3,-1
