Country,categories,2016,2017,2018,2019,2020
NR,Taxes on int trade & transactions,13.0566,11.3388,11.3576,10.7833,10.4628
NR,Social contributions,0.0,0.0,0.0,0.0,0.0
NR,Grants revenue,8.2867,8.2879,10.7172,12.7261,18.7758
NR,Grants revenue from foreign govts,8.2867,7.9454,9.3749,8.9603,14.9987
NR,Grants revenue from int orgs,0.0,0.3426,1.3423,0.0,0.0
NR,Grants revenue from other gen govt,0.0,0.0,0.0,3.7658,3.7771
NR,Other revenue,66.8537,69.6798,78.0079,99.9289,103.0642
PE,Revenue,19.1192,18.5593,19.7505,20.2782,18.4469
PE,Tax revenue,14.0529,13.3764,14.4919,14.7678,13.3006
PE,"Taxes on income, profits, & capital gains",5.6749,5.264,5.6152,5.7134,5.3143
PE,Customs & other import duties,0.2449,0.2073,0.1963,0.1849,0.1613
PE,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
PE,Taxes on property,0.2956,0.2869,0.2755,0.3012,0.276
PE,Taxes on goods & services,6.4667,6.2907,6.9035,6.9957,6.3109
PE,Taxes on int trade & transactions,0.2449,0.2073,0.1963,0.1849,0.1613
PE,Social contributions,2.2091,2.1105,2.1931,2.2412,2.2239
PE,Grants revenue,0.0328,0.0334,0.0188,0.0218,0.019
PE,Grants revenue from foreign govts,0.0078,0.0121,0.0031,0.0035,0.0022
PE,Grants revenue from int orgs,0.0251,0.0213,0.0157,0.0183,0.0169
PE,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
PE,Other revenue,2.8244,3.0389,3.0468,3.2474,2.9033
PH,Revenue,17.8245,18.2293,,,
PH,Tax revenue,13.9329,14.4468,,,
PH,"Taxes on income, profits, & capital gains",,,,,
PH,Customs & other import duties,,,,,
PH,Taxes on payroll & workforce,,,,,
PH,Taxes on property,,,,,
PH,Taxes on goods & services,,,,,
PH,Taxes on int trade & transactions,,,,,
PH,Social contributions,1.6399,1.6085,,,
PH,Grants revenue,0.0005,0.0002,,,
PH,Grants revenue from foreign govts,,,,,
PH,Grants revenue from int orgs,,,,,
PH,Grants revenue from other gen govt,,,,,
PH,Other revenue,2.2511,2.1737,,,
PL,Revenue,38.7211,39.7847,41.2908,41.0352,41.5806
PL,Tax revenue,20.5126,21.1282,21.8708,21.7279,22.0084
PL,"Taxes on income, profits, & capital gains",6.6677,6.9092,7.3995,7.5239,7.5669
PL,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
PL,Taxes on payroll & workforce,0.2239,0.2254,0.2225,0.2585,0.3306
PL,Taxes on property,1.2343,1.2101,1.1607,1.1131,1.1518
PL,Taxes on goods & services,12.3142,12.7109,13.0148,12.7614,12.8957
PL,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
PL,Social contributions,13.6393,13.7231,13.9538,14.0341,14.4565
PL,Grants revenue,,,,,
PL,Grants revenue from foreign govts,,,,,
PL,Grants revenue from int orgs,,,,,
PL,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
PL,Other revenue,,,,,
SE,Revenue,49.7828,49.6537,49.5953,48.62,48.6584
SE,Tax revenue,41.2235,41.2212,40.8892,39.9598,39.8969
SE,"Taxes on income, profits, & capital gains",18.4173,18.55,18.1942,17.6831,17.8203
SE,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
SE,Taxes on payroll & workforce,9.261,9.3344,9.3656,9.2239,8.8745
SE,Taxes on property,0.7572,0.7106,0.6878,0.6808,0.6917
SE,Taxes on goods & services,12.7879,12.6262,12.6415,12.3719,12.5103
SE,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
SE,Social contributions,3.3003,3.3122,3.4143,3.4079,3.4002
SE,Grants revenue,0.1343,0.1299,0.1286,0.1257,0.1259
SE,Grants revenue from foreign govts,0.0675,0.0479,0.0406,0.0437,0.0399
SE,Grants revenue from int orgs,0.0668,0.082,0.088,0.0819,0.086
SE,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
SE,Other revenue,5.1248,4.9904,5.1633,5.1267,5.2355
UZ,Revenue,26.1359,23.2929,26.6997,26.9093,26.0674
UZ,Tax revenue,18.9839,16.761,18.9379,18.7,18.8396
UZ,"Taxes on income, profits, & capital gains",6.198,6.2132,5.9821,5.8665,7.5133
UZ,Customs & other import duties,0.6182,0.6038,0.5171,0.5106,0.6576
UZ,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
UZ,Taxes on property,1.0281,1.0147,0.9677,0.8828,0.7238
UZ,Taxes on goods & services,8.7547,8.6827,11.225,11.4025,9.9336
UZ,Taxes on int trade & transactions,3.003,0.8504,0.763,0.5481,0.6689
UZ,Social contributions,4.8223,4.3279,4.4285,4.4582,3.3968
UZ,Grants revenue,0.0,0.0,0.0,0.0,0.0
UZ,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
UZ,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
UZ,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
UZ,Other revenue,2.3297,2.2041,3.3333,3.7511,3.831
